id,title,company,location,industry,experience_level,experience_min,experience_max,required_skills,nice_to_have_skills,description,salary_min,salary_max,job_type,remote,source
1756,Credentialing Specialist,Zufall Health,"Morris County, NJ",Hospitals and Health Care,Entry,0,2,Health Care Provider,,"Welcome to Zufall Health! Position Summary Under the direct supervision of the Billing Claims Manager, the Credentialing Specialist will conduct all aspects of third-party credentialing for providers and facilities in accordance with FQHC and third-party insurance standards. Essential Functions, Duties, And Responsibilities Prepare and maintain Zufall credentialing files and reports for all individual providers including maintenance of credentialing software, provider rosters and spreadsheets to comply with group delegation requirements. Process and file applications with third party payors according to each payor’s individual requirements and addresses/corrects discrepancies as requested by payors. Conduct all follow up steps until payor approval/completion is obtained. File provider practice change notifications and perform follow up duties until confirmed complete by payors. Update NPI records according to provider specifications. Enroll provider in Medicare/Medicaid as prescribed b",100000,100000,FULL_TIME,False,linkedin_2023_2024
1757,"Insider Risk Analyst (Remote, Mst & Pst)",CrowdStrike,"Cheyenne, WY",Computer and Network Security,Entry,0,2,Information Technology,,"#WeAreCrowdStrike and our mission is to stop breaches. As a global leader in cybersecurity, our team changed the game. Since our inception, our market leading cloud-native platform has offered unparalleled protection against the most sophisticated cyberattacks. We’re looking for people with limitless passion, a relentless focus on innovation and a fanatical commitment to the customer to join us in shaping the future of cybersecurity. Consistently recognized as a top workplace, CrowdStrike is committed to cultivating an inclusive, remote-first culture that offers people the autonomy and flexibility to balance the needs of work and life while taking their career to the next level. Interested in working for a company that sets the standard and leads with integrity? Join us on a mission that matters - one team, one fight. About The Role The Insider Risk Analyst is a member of the CrowdStrike Chief Security Officer’s Global Security team and will play a key role in the maturation of the Ins",100000,110000,FULL_TIME,True,linkedin_2023_2024
1758,Business Development Position To Win/Competitive Intelligence Associate,SAIC,"Reston, VA",Computer Hardware Manufacturing,Mid-level,2,5,Business Development|Sales,,"Job ID 2403749 Location RESTON, VA, US Date Posted 2024-04-17 Category Business Development Subcategory Position To Win Schedule Full-time Shift Day Job Travel No Minimum Clearance Required None Clearance Level Must Be Able to Obtain Secret Potential for Remote Work No Description SAIC is seeking a highly motivated and ambitious team member to join our Enterprise Business Development organization as a Competitive Intelligence/Position to Win Associate (CI/PTW), with a desire to positively influence and ultimately impact the success of SAIC! In this role, you will be responsible for gathering key competitive insights; analyzing market and competitive data to identify key strengths and weaknesses of SAIC competitors; and support the team in driving winning positioning, messaging, and innovation strategies. You will share insight through materials that will be used across the organization delivered both in-person and virtually. The position will have access to senior leaders and executive",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1759,"Restaurant Crewmember - Cook, Cashier, And Customer Service",Raising Cane's Chicken Fingers,"Jefferson, LA",Restaurants,Entry,0,2,Management|Manufacturing,,"Starting hiring pay range (based on location, experience, qualifications, etc.): $10 - $12 / hour; additional $1 after 10pm Hiring for all shifts, specifically hiring for Closing Crewmembers Monday - Friday (Shift times : 4pm - 1am) Restaurant Crewmembers at Raising Cane’s will wear many hats (including a Raising Cane’s hat) while working hard and having fun as a critical part of the Restaurant team. We are hiring immediately for Restaurant Crew to work all shifts: opening shifts, closing shifts and everything in between. Whether you have experience as a customer service associate, retail team member, cashier, restaurant server, kitchen lead, cook, prep cook, drive thru cashier or any other restaurant or service-oriented role - we have a position for you. We offer competitive pay and benefits for all positions. Even if you don’t have previous Restaurant experience, this position is entry-level (yes, that's no experience required) and we provide paid training for every new Restaurant Cr",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1760,Equipment Operator - Hamm,Summit Materials,"Chapman, KS",Wholesale Building Materials,Entry,0,2,Management|Manufacturing,,"Why work for us: At Hamm we value worker safety and well-being above all else. Through training, employee development, and your own personal drive, Hamm will help you achieve your work-life goals. Whether you choose a career in Aggregates, Waste Management, or Ready Mix, you and Hamm Companies will do the essential work to build a brighter future. Come work for Hamm and be a part of the leading construction materials company in the Midwest. We Offer: Full Benefit Package available within your 1st 30 days of Employment!!Medical, Dental, Vision, Disability and Life Insurance401k + matchPaid Holidays from day 12 Floating Holidays per yearGenerous Paid Time Off PlanEmployee Stock Purchase Program Position Summary: Seeking Individual to perform various duties at an aggregate plant facility which include equipment operation, welding and a variety of other plant related tasks. Must be dedicated and willing to learn and build a career while exceeding the highest quality of safety standards. Du",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1761,Medical Scribe,Oak Street Health,"Dallas, TX",Hospitals and Health Care,Entry,0,2,Health Care Provider,,"Description Company: Oak Street Health Title: Medical Scribe (Full-time in Primary Care Setting) Role Description The purpose of a Medical Scribe at Oak Street Health is to support our primary care providers with clinical documentation so that they can focus on providing exceptional care to our patients. Scribes assist providers throughout the patient care journey - huddling each morning to plan for the day's visits, joining them in the exam room to observe and document, and touching base after the visit to assist with next steps. Beyond the typical Scribe role, these important care team members serve as clinical documentation assistants to their paired provider. Internally, we call them CISs (Clinic Informatics Specialists) in recognition of their important role in supporting accurate, specific, and timely clinical documentation. In addition to observing and documenting all patient encounters in real time, our Scribes become experts in our value-based care model and the documentation ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1762,Physician Assistant,Theoria Medical,"Marion County, IN",Hospitals and Health Care,Entry,0,2,Health Care Provider,,"Position Type: Full-time, exempt Compensation: Up to $165,000 annually Job Highlights: 6-Hour Shifts Daily: Short, balanced workdays.Flexible Schedules: Work around your life.No On-Call: Free weekendsNo Overnight RequirementsSupportive Community: Access to physician/provider network.Effortless documentation: Conversational and Dragon dictation.Meaningful Connections: Establish lasting relationships with patients and staff.Paid Time Off! No holidays!Culture of Appreciation: Your work is valued and rewarded.$1,500 CME and Conference Allowance: Invest in your growth.Full Gear: iPad with LTE, Apple Pen, AirPods provided.Licensure Reimbursed: We cover your medical licensure costs.Malpractice & Tail Covered: Full insurance peace of mind.Benefits: 401k match, Medical/Dental/Vision, Disability, Employer-paid Life Insurance.Relocation Help: Assistance for a smooth move.Referral Bonus: Earn more by expanding our team.Travel Reimbursed: Gas and mileage for work travel.Career Advancement: Leadersh",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1763,Aviation Oem Investigator,VSE Corporation,"Independence, KS","Transportation, Logistics, Supply Chain and Storage",Mid-level,2,5,Other|Information Technology|Management,,"SUMMARY: The Aviation OEM Investigator is responsible for conducting thorough investigations into issues related to aviation equipment manufactured by OEMs. The investigator will analyze incidents, defects, or failures to determine root causes, assess safety implications, and recommend corrective actions to prevent recurrence. Duties & Responsibilities Responsibilities include, but are not limited to: Lead or participate in investigations into incidents, defects, or failures involving aviation equipment manufactured by OEMs. Collect and analyze relevant data, including technical documentation, maintenance records, and incident reports, to identify root causes and contributing factors. Coordinate with internal stakeholders, regulatory agencies, and OEM representatives as needed to gather information and collaborate on investigation efforts. Conduct detailed technical analyses, including failure mode and effects analysis (FMEA), fault tree analysis (FTA), and reliability engineering asse",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1764,Payment Posting Specialist,TEKsystems,"Bloomington, MN",IT Services and IT Consulting,Entry,0,2,Accounting/Auditing|Finance,,"Now Hiring for a Payment Posting Specialist (Medical Biller). This position will be a hybrid mixture of in office and remote. Description Responsible for the coordination and execution of insurance and patient payment posting throughout our clinics.This involves overseeing our provider, location and group enrollments, and ensuring timely completion and submission of applications.Scanning, credit card posting from websites.Ensures optimal customer service to our patients, external contacts and Providers.Collaborates across the organization to develop, implement and maintain processes that impact accounts receivable. Qualifications 1 year of payment posting and/or medical billing experience Shift Monday-Friday, 8am-430pm About TEKsystems We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1765,"Seasonal Retail Store Associate - Vero Beach, 6234, Vero Beach, Fl",adidas,"Vero Beach, FL",Manufacturing,Mid-level,2,5,Sales|Customer Service,,"At adidas we have been challenging the status quo for over 70 years and we’re not done yet. We are calling all Seasonal Store Associates who don’t accept what “was” or what “is,” but those who want to create what will be, and who share our desire to make a difference. We believe sport has the power to change lives. To bring this mission to life we foster a culture centered on creativity, confidence, and collaboration, and while we will never rest on our laurels, we are humbled that this has allowed us to be recognized as one of the “world’s most attractive employers.” We also understand that the future runs on diverse and fresh perspectives. True to this spirit, we believe in assembling talented teams from far and wide and uniting by a common goal: to change the world through sport. About We could list tired, old bullet points about Seasonal Store Associate tasks but we’re confident you already know that. Here’s a bit about the kind of Seasonal Store Associates we are looking for: Crea",800000,1500000,TEMPORARY,False,linkedin_2023_2024
1766,Psychologist-Pediatrics Feeding Program,Kaiser Permanente,"Roseville, CA",Hospitals and Health Care,Entry,0,2,Health Care Provider,,"Job Summary Provides mental health assessment, diagnosis, treatment and crisis intervention services for adult and/or child members who present themselves from psychiatric evaluation with a broad range of mental health needs. Collaborates with treating physician, psychiatric and allied health professional team to plan and direct each individual members treatment program. Essential Responsibilities Develops, implements, coordinates, and evaluates clinical treatment programs for the diagnosis, treatment, and/or referral of Health Plan members with acute or chronic mental illness. Participates in staff conferences to select, plan, and evaluate treatment programs. Provides outpatient psychotherapy to individuals, couples, families and groups. Instructs and counsels patients and their families regarding compliance with prescribed therapeutic regimens and adherence to prescribed medication regimens, within the scope of practice. May administer specialized therapeutic procedures, as appropria",100000,100000,PART_TIME,False,linkedin_2023_2024
1767,Access Your Future Service Intern,RDO Equipment Co.,"Fort Worth, TX",Machinery Manufacturing,Mid-level,2,5,Other,,"Access Your Future is a sponsorship program for students interested in a career in the equipment industry as a Service Technician. This program provides a career path, educational support and financial incentives to assist you as you attend a college program and begin your career. Access Your Future Service Program Incentives Paid internship employment at a sponsoring store while attending college. (Summers, during school breaks, and after class depending on your sponsoring store)Company paid tools based on your educational requirements.Graduation sign on bonus upon completion of your education and transition to full time work at RDO Equipment Co.4 years of post-graduation financial incentives as you start your Service Technician career with RDO Equipment Co. Access Your Future Service Program Requirements Must enroll or be attending an approved Heavy Equipment Service, Diesel Technology or other technical service program approved by RDO Equipment Co.Maintain a GPA of 3.0 (on a 4.0 sca",800000,1500000,PART_TIME,False,linkedin_2023_2024
1768,Sitec 3 Eom Cyber Security Technical Lead,Peraton,"Tampa, Florida, United States",Civil Engineering,Mid-level,2,5,Other|Information Technology,,"About Peraton Peraton is a next-generation national security company that drives missions of consequence spanning the globe and extending to the farthest reaches of the galaxy. As the world's leading mission capability integrator and transformative enterprise IT provider, we deliver trusted, highly differentiated solutions and technologies to protect our nation and allies. Peraton operates at the critical nexus between traditional and nontraditional threats across all domains: land, sea, space, air, and cyberspace. The company serves as a valued partner to essential government agencies and supports every branch of the U.S. armed forces. Each day, our employees do the can't be done by solving the most daunting challenges facing our customers. Visit peraton.com to learn how we're keeping people around the world safe and secure. Responsibilities Peraton requires a Cyber Security Technical Lead Subject Matter Expert to support the Special Operation Command Information Technology Enterprise",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1769,Lab Technician,Green Plains Inc.,"Central City, NE",Chemical Manufacturing,Entry,0,2,Quality Assurance,,"Summary: As the Laboratory Technician, you will follow best available practices and procedures of a Quality Management System (QMS) to ensure maximum yield and quality, while supporting the policies, goals and objectives of Green Plains. In this position, you will normally be responsible for the day to day testing and quality control procedures as identified by the Lab Manager. You will report directly to Quality Control (QC) Lab Manager.Responsibilities include but are not limited to:Assists in maintaining the Quality Management system (QMS).Monitors use and inventories of laboratory chemicals and supplies.Operates, maintains, troubleshoots, and calibrates laboratory equipment.Performs sample collection, preparation, and analysis per prescribed procedures.Collects and sends samples to outside laboratories for analytical testing.Properly documents all testing and calibration results within the company's data management system.Promptly communicates abnormal results as applicable.Prepare",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1770,Patient Care Associate,NYC Health + Hospitals,"Brooklyn, NY",Hospitals and Health Care,Entry,0,2,Health Care Provider,,"About NYC Health + Hospitals NYC Health + Hospitals/McKinney provides high quality short-term rehabilitation and long-term skilled nursing care in a comfortable person-centered setting. The McKinney Team commit themselves to the delivery of compassionate, comprehensive services in manner that promotes the dignity and respect of our residents. Each resident has a qualified and caring team of physicians, nurses, dieticians, and therapists dedicated to his/her physical, mental, and emotional well-being. It is our goal to provide all residents with the best possible experience during their stay with us. At NYC Health + Hospitals, our mission is to deliver high quality care health services, without exception. Every employee takes a person-centered approach that exemplifies the ICARE values (Integrity, Compassion, Accountability, Respect, and Excellence) through empathic communication and partnerships between all persons. Job Description Serves meals – monitors meal consumption and reports t",800000,1500000,PART_TIME,False,linkedin_2023_2024
1771,Associate Prototype Technician - Contract To Potential Direct Hire,Cooper Standard,"Livonia, MI",Motor Vehicle Manufacturing,Entry,0,2,Manufacturing,,"Position Summary:Fabricates prototype parts, ensuring the end product conforms to requirements identified on the work order, customer blueprint, and/or specifications. Primary Responsibilities:Sets up, operates, and maintains, under supervision, equipment required to fabricate basic prototype partsWorks with Senior Engineering Technician to gain experience on all the fabricating equipment and processes we use in the prototype groupProduces prototype fabrications in a timely and quality mannerMaintains accurate records of all time and expenses incurred in the fabrication of each prototype orderMust operate in a manner that reinforces, supports, and is consistent with the Cooper Standard Leadership ModelEnsures 6S, housekeeping, and health and safety standards are maintainedMay, on occasion, be required to perform duties other than those specified in this description Education and Qualifications:High school diploma or equivalent requiredTwo Year College Degree or applicable Technical Tra",800000,1500000,CONTRACT,False,linkedin_2023_2024
1772,"Seasonal Repair Technician, Cleaner",Music & Arts,"Charlotte, NC",Manufacturing,Entry,0,2,Engineering|Information Technology,,"An instrument repair cleaner's job is to detail and clean rental instruments and prepare them to return to stock in a timely and proficient manner. Essential Functions (not all-inclusive): Detail and clean instruments in a timely manner based on production standards Report quality control rejects Perform general warehouse and distribution tasks Other duties as assigned About Music & Arts Music & Arts embodies the world of creativity and music by encouraging our teammates to find their own individual sound. We strive to create lifelong musicians and make a difference in the world by enabling musicians and non-musicians alike to experience the almost indescribable happiness that comes from playing an instrument. We believe in putting our customers first, engaging with respect and integrity and fulfilling our mission with passion. The first Music & Arts was located in a small house in Bethesda, MD and run by founder Benjamin O'Brien. When Music & Arts opened its doors in 1952, we offered ",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1773,Associate Legal Specialist - Governance And Securities,Capital One,"McLean, VA",Financial Services,Mid-level,2,5,Legal,,"Locations: VA - McLean, United States of America, McLean, VirginiaAssociate Legal Specialist - Governance and Securities The Governance and Securities team in the Legal Department is seeking an entry-level paralegal (known as “Legal Specialists” at Capital One) to join a growing, dynamic group of legal professionals who provide support to Capital One on legal entity management, public disclosures, general corporate governance, and other projects. This important role within the organization supports the legal entity management function, the Board of Directors, the preparation and filing of SEC disclosure documents, and a broad range of other corporate governance matters. The Legal Specialist will be responsible for assisting with various corporate governance and securities law matters including, legal entity management, public disclosures, and corporate governance support, and other projects. Responsibilities: Supporting the legal entity management function and helping to manage and mai",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1774,Teacher-Special Education,Harmony Public Schools,Greater Houston,Education Administration Programs,Entry,0,2,Education|Training,,"JOB GOAL Plan, organize and implement an appropriate instructional program in a learning environment that guides and encourages students to develop and fulfill their academic potential. POSITION QUALIFICATIONS: Bachelor’s Degree from an accredited college or university DUTIES AND RESPONSIBILITIES: Understands and supports the mission, vision and values of Harmony Public Schools. Models and instills a love of learning Designs and implements appropriate instruction of content area(s) assigned in with the school standards, curriculum, and student needs Plans, prepares, and delivers lesson plans and instructional materials that maximize student engagement and learning. Utilizes a variety of teaching practices and methodologies that reflect diverse educational, cultural, and linguistic backgrounds in order to meet the individual needs of students. Instructs and monitors students in the use of learning materials and equipment. Uses relevant technology to support and differentiate instruction",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1775,Director – Private Asset Operational Due Diligence And Oversight,Fidelity Investments,"Boston, MA",Financial Services,Mid-level,2,5,Finance|Accounting/Auditing,,"2088653 Job Description The Role Responsibilities Strategic Advisers’ Advisor Oversight Team partners closely with Fidelity’s investment management teams and key stakeholders to identify and mitigate risks associated with the engagement of external advisers within Fidelity investment products. The Advisor Oversight Program covers a breadth of asset classes and product structures. The team is looking to add a Director to support the Private Assets component of the program. Reporting to the Vice President – Private Equity / Illiquid Alternatives Advisor Oversight the individual will be responsible for the following activities: Support the development of a best-in-class Private Asset Manager due diligence and oversight program to support all private assets classes and structures.Seek continuous improvement of the program through the assessment of portfolio manager needs, industry best practices, and process improvement opportunities.Develop Board and Committee reporting for cross-function",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1776,Substance Use Disorder Support Coordinator,Allied OneSource,"Topeka, KS",Accounting,Entry,0,2,Information Technology,,"Embark on a mission to transform long-term care for individuals with Substance Use Disorder (SUD) as our Substance Use Disorder Support Coordinator. Join a dynamic team dedicated to developing innovative best practices and empowering assessors and evaluators to identify community-based support solutions. Apply now to make a meaningful difference in the lives of those in need! Ready to make a significant impact on the lives of individuals with Substance Use Disorder? Apply today and be part of a dynamic team dedicated to empowering individuals and fostering community inclusion. Your journey of purpose starts here! Duties: Lead the research and implementation of best practice guidelines for assessing individuals with SUD seeking long-term care. Provide timely technical assistance to assessors and evaluators, facilitating informed decision-making and community integration. Collaborate with the SUD division of the Behavioral Health Services Commission to develop and implement effective sup",800000,1500000,CONTRACT,False,linkedin_2023_2024
1777,Manufacturing Engineering Technician,Infinite Computer Solutions,"Yorktown Heights, NY",IT Services and IT Consulting,Mid-level,2,5,Management|Manufacturing,,"1. Background: Multiple second shift process engineering positions are open in the Packaging/Microfabrication lab in Yorktown, NY. The Packaging/Microfabrication lab provides a dynamic environment and has the mission of providing innovative solutions to leading edge projects within the Research Division. The team is also engaged with several government projects. The successful candidate will interact with and contribute to technical teams covering a wide spectrum of exciting and innovative research and semiconductor technology projects. Currently the Packaging/Microfabrication Team is working with teams in nanotechnology, advanced semiconductor packaging, biosensors, quantum computing and advanced wafer testing. This engineer will be a part of a technical team executing semiconductor-like processing to create parts for many of these projects as needed. Semiconductor processing such as lithography, physical vapor deposition, wet chemical cleaning, dicing, bonding and metrology, all in a",800000,1500000,CONTRACT,False,linkedin_2023_2024
1778,Science - 8Th Grade (North School),Tracy Unified School District,"Tracy, CA",Primary and Secondary Education,Mid-level,2,5,Research|Analyst|Information Technology,,"Requirements / Qualifications California Teaching Credential: Single Subject Foundation Level General Science or any Single Subject Science not specialized 2. English Learner Authorization 3. Resume 4. Letter of Introduction **The letter of introduction should outline your specific competencies related to this position. Please address letter to Tammy Jalique, Associate Superintendent for Human Resources. Candidates must attach all required documents to be considered for this position. Please scan and attach your resume, letter of interest, credential, and letter of recommendation. All correspondence from Tracy Unified School District regarding your Edjoin.org application will be sent to the email address that you entered during the Edjoin.org registration process. Please check your email daily for updates regarding your Edjoin.org application. Comments And Other Information Nondiscrimination/Harassment/Intimidation/Bullying The Board of Education is committed to equal opportunity for a",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1779,Fabricator - 1908504,RightWorks,"Cleveland, OH",Staffing and Recruiting,Entry/Mid,1,3,Management|Manufacturing,,"Job Description Description: Fabricator Day shift, temp to hire position. Pay: $17.44 per hour The position is responsible for fabrication of commercial aluminum doors and frames including use of industrial saw, CNC, and MIG welder Essential Job Functions: Measuring of aluminum extrusions to be cut for fabrication.Assembly of cut aluminum and hardware into doors and frames.Check material against orders and visually inspect incoming materials.Maintain a clean and organized work area. Job Responsibilities:Actively engage in safety of self of self and others at the facility, including holding customers and contractors responsible for best in class safety.Produce a quality product with attention to detail.Ensure orders maintain internal schedule to keep pace to be on time to customer.Follow directions from manager and functional lead to complete daily tasks.Contribute to continuous improvement activities as needed. Basic Qualifications: Minimum high school diploma or equivalent.2 or more y",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1780,"Nurse Practitioner/Physician Assistant | Asas Health | Falfurrias, Texas",Alpine Physician Partners,"Falfurrias, TX",Hospitals and Health Care,Mid-level,2,5,Health Care Provider,,"It's fun to work in a company where people truly BELIEVE in what they're doing! We're committed to bringing passion and customer focus to the business. Job Description: At ASAS Health, we not only provide our patients with the basic care most would expect, but we take it a step further to provide the resources & tools needed to help our patients meet their goals & live a long, healthy life. For more than 30 years ASAS Health has served its community by delivering value-based, compassionate healthcare. Today, ASAS Health has joined forces with Alpine Physician Partners to reinforce its vision, mission, and core values. ASAS and Alpine are dedicated to the shared mission of transforming senior care and restoring the joy of practice by equipping providers with the services, technology and human capital resources specialized for the care of our patient population. Our model is designed to help solve access, quality, and cost challenges by utilizing a blend of human encounters, interdiscipl",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1781,Assistant Store Manager,Conn's HomePlus,"Jackson, MS",Retail,Entry,0,2,Sales|Business Development,,"Job Description Position Summary: The Assistant Store Manager’s role is to support the Store Manager in running a store successfully. Successful completion of a 60-90 day onboarding program is mandatory. Responsibilities Assists in maintaining store staff by recruiting, orienting and training associatesSolely responsible for the management of the store in the absence of the Sales Manager and required to exercise independent and discretionary judgment in doing soResponsible for smooth and efficient operations at the store, meeting established deadlines and ensuring exceptional customer service is being delivered.Helps maintain inventory control, making certain that the store’s merchandise is properly displayed and tagged-completing required administrative functions as necessarySupervisory responsibility for sales employees, including input in job assignments, hiring, firing, discipline, promotion and other employment actionsMaintains and protects company assets by adhering to and requir",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1782,Senior Program Manager,AECOM,"New York, NY",Architecture and Planning,Mid-level,2,5,Project Management|Information Technology,,"Company Description Work with Us. Change the World. At AECOM, we're delivering a better world. Whether improving your commute, keeping the lights on, providing access to clean water, or transforming skylines, our work helps people and communities thrive. We are the world's trusted infrastructure consulting firm, partnering with clients to solve the world’s most complex challenges and build legacies for future generations. There has never been a better time to be at AECOM. With accelerating infrastructure investment worldwide, our services are in great demand. We invite you to bring your bold ideas and big dreams and become part of a global team of over 50,000 planners, designers, engineers, scientists, digital innovators, program and construction managers and other professionals delivering projects that create a positive and tangible impact around the world. We're one global team driven by our common purpose to deliver a better world. Join us. Job Description AECOM is seeking an experi",180000,260000,FULL_TIME,False,linkedin_2023_2024
1783,Relationship Banker I (Airport Mobile Branch),Regions Bank,"Mobile, AL",Banking,Mid-level,2,5,Finance|Sales,,"Thank you for your interest in a career at Regions. At Regions, we believe associates deserve more than just a job. We believe in offering performance-driven individuals a place where they can build a career --- a place to expect more opportunities. If you are focused on results, dedicated to quality, strength and integrity, and possess the drive to succeed, then we are your employer of choice. Regions is dedicated to taking appropriate steps to safeguard and protect private and personally identifiable information you submit. The information that you submit will be collected and reviewed by associates, consultants, and vendors of Regions in order to evaluate your qualifications and experience for job opportunities and will not be used for marketing purposes, sold, or shared outside of Regions unless required by law. Such information will be stored in accordance with regulatory requirements and in conjunction with Regions’ Retention Schedule for a minimum of three years. You may review,",100000,100000,FULL_TIME,False,linkedin_2023_2024
1784,Psychiatrist,Tandym Group,"Bronx, NY",Hospitals and Health Care,Mid-level,2,5,Health Care Provider,,"A health services network in New York City is looking to add a licensed Psychiatrist to join their growing team in the Bronx. About the Opportunity:Start Date: ASAPSchedule: Monday to FridayHours: FlexibleSetting: ClinicPatient Population: Adult & ChildrenPatient Volume: 15 to 20 per dayResponsibilities: The Psychiatrist will:Evaluate the mental, emotional, and behavioral healthConduct comprehensive psychiatric assessments to diagnose and identify mental health disordersDevelop personalized treatment plans for each patient based on their diagnosisPrescribe and monitor the use of psychotropic medicationsMaintain accurate and detailed patient recordsPerform other duties, as neededQualifications:Graduate Degree in MedicineLicensed to practice in the State of New YorkBoard Certified in PsychiatrySolid assessment and documentation skillsDesired Skills:Bilingual (English and Spanish)Your privacy is important to us. For consideration, please submit your CV in confidence and our recruiter will",220000,250000,FULL_TIME,False,linkedin_2023_2024
1785,Convention Services Manager,Aimbridge Hospitality,"Sedona, AZ",Hospitality,Mid-level,2,5,Management|Manufacturing,,"Company Description Welcome to Aimbridge Hospitality where the door to opportunity is waiting for you. With over 1,500 hotels in over 20 countries, we are passionate about connecting great people to great experiences in exciting destinations. We have a ""people first"" approach to business and value the diversity of our people and locations. Aimbridge is a place for growth, offering opportunities to learn and connect with a team of dynamic colleagues. Role Description This is a full-time on-site role for a Conference Services Manager located in Sedona, AZ. The Conference Services Manager will be responsible for coordinating and overseeing convention and conference services, ensuring customer satisfaction, and planning meetings and events. They will play a key role in creating a seamless and successful conference experience for our guests. Qualifications Experience in convention services, conference services, and event planningStrong focus on customer satisfactionAbility to effectively pl",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1786,Site Commissioning Lead,Hitachi Rail,"Los Angeles, CA",Truck Transportation,Mid-level,2,5,Information Technology,,"Description HITACHI RAIL is looking for an enthusiastic self-motivated Site Commissioning Lead who thrives in a fast-paced environment. The successful candidate is comfortable performing a wide range of tasks from administrative to strategic. The position is based in Los Angeles, CA. About Us: A career at Hitachi Rail will help create a legacy. With operations in every corner of the world, our work goes to the cutting-edge of digital transformation and technology. From the multi-cultural strength of our global organization to the sustainable and innovative ways we work to bring people together, there’s something for everyone to get stuck into. And that’s where you come in. Accountabilities: Project level responsibilities include, but are not limited to, the following: Deliver On Board Signaling design for medium complexity projects (in terms of number of subsystems or interfaces involved) in accordance with industry and company standards and processes. Provide guidance documents (guide",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1787,Registered Nurse General Float Pool,Intermountain Health,"Denver, CO",Hospitals and Health Care,Mid-level,2,5,Health Care Provider,,"Job Description: The Registered Nurse (RN) is a professional caregiver who assumes responsibility and accountability for assessing, planning, implementing and evaluating care of patients. The staff RN utilizes the nursing process by use of technology, therapeutic intervention, evidence-based practice and coordination of care with other health team members. Scope As a General Float Pool RN you need to know how to: Recognize and address patients psychological and physical needs- Foster continuity and quality of care with the best interest and well-being of patients and their families in mind- Assess a patients medical status upon admission- Assist in developing individualized treatment plans- Comply with evaluation, treatment and documentation guidelines- Oversee care delivered by LPNs and/or CNAs Minimum Qualifications Education Required: Graduation from an accredited School of Nursing is required. A Registered Nurse with an ASN/ADN degree must complete a BSN degree within four (4) year",100000,100000,PART_TIME,False,linkedin_2023_2024
1788,Manufacturing Engineer,Bobcat Company,"Statesville, NC",Machinery Manufacturing,Entry,0,2,Engineering,,"At Doosan Bobcat, our success is powered by our people. Through our winning culture and one global team working together, we deliver the best products and service to our customers – and make the world a better place. Join our team today and start building your career with a worldwide leader. Location : STATESVILLE Job Information The Manufacturing Engineer will work in an advisory capacity to manufacturing, engineering, and/or purchasing departments using knowledge of methods and materials in specialized fields or general manufacturing to optimize cost and quality. Role & Responsibility Process Analysis Analysis of time and motion, methods, estimating, process engineering, and plant layout for assigned areas to ensure balanced methods and available capacity to meet customer demand.Implement factory manufacturing processes, systems, equipment, and materials in terms of their associated cost, time, ergonomics, quality, and quantity factors.Assist in recommended changes, collect informati",800000,1500000,FULL_TIME,False,linkedin_2023_2024
1789,Supervisor Clinical Nutrition,Saint Luke's Health System,Kansas City Metropolitan Area,Hospitals and Health Care,Mid-level,2,5,Health Care Provider,,"The Clinical Nutrition Supervisor is responsible for assisting in planning, directing, and coordinating operational and personnel activities to ensure the provision of quality services to meet the needs of those served by their area of responsibility and scope of role. Leadership is provided based on the Saint Luke’s mission, vision, and values. The role includes ongoing collaboration and communication utilizing shared goal setting and decision making with the Clinical Nutrition Manager, department staff, nutrition leaders, and multidisciplinary team members. The supervisor assists in the development and implementation of operational plans. In addition, the supervisor must be able to perform the duties of a clinical dietitian, utilizing the Nutrition Care Process as Medical Nutrition Therapy is provided to patients. Responsible and accountable for department operations, fiscal/financial management, quality, service, environment of care/safety, risk management, and human resource manage",800000,1500000,FULL_TIME,False,linkedin_2023_2024
